InvoieNo,tokoe,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
570867,23349,ROLL WRAP VINTAGE CHRISTMAS,12,2011-12-10,1.25,12607,USA
570867,23311,VINTAGE CHRISTMAS STOCKING ,6,2011-12-10,2.55,12607,USA
570867,23309,SET OF 60 I LOVE LONDON CAKE CASES ,24,2011-12-10,0.55,12607,USA
570867,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,2011-12-10,0.83,12607,USA
570867,23292,SPACEBOY CHILDRENS CUP,8,2011-12-10,1.25,12607,USA
570867,23291,DOLLY GIRL CHILDRENS CUP,8,2011-12-10,1.25,12607,USA
570867,23513,EMBROIDERED RIBBON REEL SUSIE ,6,2011-12-10,2.08,12607,USA
570867,21058,PARTY INVITES WOODLAND,12,2011-12-10,0.85,12607,USA
572215,23173,REGENCY TEAPOT ROSES ,4,2011-10-11,9.95,12646,USA
572215,22423,REGENCY CAKESTAND 3 TIER,3,2011-10-11,12.75,12646,USA
572215,22962,JAM JAR WITH PINK LID,24,2011-10-11,0.85,12646,USA
572215,22963,JAM JAR WITH GREEN LID,24,2011-10-11,0.85,12646,USA
572215,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,24,2011-10-11,3.39,12646,USA
572215,22907,PACK OF 20 NAPKINS PANTRY DESIGN,36,2011-10-11,0.85,12646,USA
572215,21121,SET/10 RED POLKADOT PARTY CANDLES,48,2011-10-11,1.25,12646,USA
572215,21124,SET/10 BLUE POLKADOT PARTY CANDLES,48,2011-10-11,1.25,12646,USA
572215,21122,SET/10 PINK POLKADOT PARTY CANDLES,48,2011-10-11,1.25,12646,USA
572215,21123,SET/10 IVORY POLKADOT PARTY CANDLES,48,2011-10-11,1.25,12646,USA
572215,23295,SET OF 12 MINI LOAF BAKING CASES,24,2011-10-11,0.83,12646,USA
572215,23293,SET OF 12 FAIRY CAKE BAKING CASES,32,2011-10-11,0.83,12646,USA
572215,23296,SET OF 6 TEA TIME BAKING CASES,32,2011-10-11,1.25,12646,USA
572215,23515,EMBROIDERED RIBBON REEL DAISY ,6,2011-10-11,2.08,12646,USA
572215,23516,EMBROIDERED RIBBON REEL SOPHIE  ,6,2011-10-11,3.75,12646,USA
572215,23513,EMBROIDERED RIBBON REEL SUSIE ,6,2011-10-11,2.08,12646,USA
572215,23512,EMBROIDERED RIBBON REEL ROSIE,6,2011-10-11,2.08,12646,USA
572215,23366,SET 12 COLOURING PENCILS DOILY,16,2011-10-11,0.65,12646,USA
572215,22961,JAM MAKING SET PRINTED,12,2011-10-11,1.45,12646,USA
572215,23294,SET OF 6 SNACK LOAF BAKING CASES,24,2011-10-11,0.83,12646,USA
572215,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,6,2011-10-11,2.89,12646,USA
572215,23245,SET OF 3 REGENCY CAKE TINS,4,2011-10-11,4.95,12646,USA
572215,23174,REGENCY SUGAR BOWL GREEN,4,2011-10-11,4.15,12646,USA
572215,23175,REGENCY MILK JUG PINK ,4,2011-10-11,3.25,12646,USA
576646,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2011-11-11,2.95,16311,USA
576646,20725,LUNCH BAG RED RETROSPOT,10,2011-11-11,1.65,16311,USA
576646,22628,PICNIC BOXES SET OF 3 RETROSPOT ,4,2011-11-11,4.95,16311,USA
576646,22631,CIRCUS PARADE LUNCH BOX ,12,2011-11-11,1.95,16311,USA
576646,84997,CHILDRENS CUTLERY POLKADOT PINK,4,2011-11-11,4.15,16311,USA
576646,23254,CHILDRENS CUTLERY DOLLY GIRL ,4,2011-11-11,4.15,16311,USA
576646,23256,CHILDRENS CUTLERY SPACEBOY ,4,2011-11-11,4.15,16311,USA
576646,22555,PLASTERS IN TIN STRONGMAN,12,2011-11-11,1.65,16311,USA
576646,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2011-11-11,1.65,16311,USA
576646,22556,PLASTERS IN TIN CIRCUS PARADE ,12,2011-11-11,1.65,16311,USA
576646,20973,12 PENCIL SMALL TUBE WOODLAND,24,2011-11-11,0.65,16311,USA
576646,23371,SET 36 COLOUR PENCILS SPACEBOY ,16,2011-11-11,1.25,16311,USA
576646,20983,12 PENCILS TALL TUBE RED RETROSPOT,12,2011-11-11,0.85,16311,USA
576646,21890,S/6 WOODEN SKITTLES IN COTTON BAG,6,2011-11-11,3.25,16311,USA
576646,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,2011-11-11,1.45,16311,USA
576646,21892,TRADITIONAL WOODEN CATCH CUP GAME ,12,2011-11-11,1.25,16311,USA
576646,22619,SET OF 6 SOLDIER SKITTLES,4,2011-11-11,3.75,16311,USA
576646,22620,4 TRADITIONAL SPINNING TOPS,12,2011-11-11,1.45,16311,USA
576646,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-11-11,1.65,16311,USA
578539,22150,3 STRIPEY MICE FELTCRAFT,6,2011-11-24,1.95,16311,USA
578539,20749,ASSORTED COLOUR MINI CASES,4,2011-11-24,7.95,16311,USA
578539,20750,RED RETROSPOT MINI CASES,4,2011-11-24,7.95,16311,USA
578539,23319,BOX OF 6 MINI 50S CRACKERS,6,2011-11-24,2.49,16311,USA
578539,22745,POPPYS PLAYHOUSE BEDROOM ,12,2011-11-24,2.1,16311,USA
578539,22748,POPPYS PLAYHOUSE KITCHEN,12,2011-11-24,2.1,16311,USA
578539,22138,BAKING SET 9 PIECE RETROSPOT ,9,2011-11-24,4.95,16311,USA
578539,22559,SEASIDE FLYING DISC,12,2011-11-24,1.25,16311,USA
578539,21912,VINTAGE SNAKES & LADDERS,4,2011-11-24,3.75,16311,USA
578539,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,2011-11-24,0.65,16311,USA
578539,20981,12 PENCILS TALL TUBE WOODLAND,12,2011-11-24,0.85,16311,USA
578539,23318,BOX OF 6 MINI VINTAGE CRACKERS,6,2011-11-24,2.49,16311,USA
578539,22467,GUMBALL COAT RACK,6,2011-11-24,2.55,16311,USA
578539,23084,RABBIT NIGHT LIGHT,12,2011-11-24,2.08,16311,USA
578539,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2011-11-24,1.65,16311,USA
578539,22555,PLASTERS IN TIN STRONGMAN,12,2011-11-24,1.65,16311,USA
578539,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,2011-11-24,1.65,16311,USA
578539,11001,ASSTD DESIGN RACING CAR PEN,16,2011-11-24,1.69,16311,USA
578539,23369,SET 36 COLOUR PENCILS LOVE LONDON,16,2011-11-24,1.25,16311,USA
578539,22529,MAGIC DRAWING SLATE GO TO THE FAIR ,24,2011-11-24,0.42,16311,USA
578539,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,24,2011-11-24,0.42,16311,USA
578539,22746,POPPYS PLAYHOUSE LIVINGROOM ,12,2011-11-24,2.1,16311,USA
578539,22540,MINI JIGSAW CIRCUS PARADE ,24,2011-11-24,0.42,16311,USA
578539,22541,MINI JIGSAW LEAP FROG,24,2011-11-24,0.42,16311,USA
578539,23569,TRADTIONAL ALPHABET STAMP SET,4,2011-11-24,4.95,16311,USA
578539,23507,MINI PLAYING CARDS BUFFALO BILL ,20,2011-11-24,0.42,16311,USA
578539,21889,WOODEN BOX OF DOMINOES,12,2011-11-24,1.25,16311,USA
578539,21914,BLUE HARMONICA IN BOX ,12,2011-11-24,1.25,16311,USA
578539,22619,SET OF 6 SOLDIER SKITTLES,4,2011-11-24,3.75,16311,USA
578539,22560,TRADITIONAL MODELLING CLAY,24,2011-11-24,1.25,16311,USA
578539,23570,TRADITIONAL PICK UP STICKS GAME ,12,2011-11-24,1.25,16311,USA
578539,23571,TRADITIONAL NAUGHTS & CROSSES,12,2011-11-24,1.65,16311,USA
578539,84992,72 SWEETHEART FAIRY CAKE CASES,24,2011-11-24,0.55,16311,USA
578539,23309,SET OF 60 I LOVE LONDON CAKE CASES ,24,2011-11-24,0.55,16311,USA
580158,22712,CARD DOLLY GIRL ,12,2011-02-12,0.42,12558,USA
580158,23344,JUMBO BAG 50S CHRISTMAS ,10,2011-02-12,2.08,12558,USA
580158,85099,JUMBO BAG RED RETROSPOT,10,2011-02-12,2.08,12558,USA
580158,23209,LUNCH BAG VINTAGE DOILY ,20,2011-02-12,1.65,12558,USA
580158,79191,RETRO PLASTIC ELEPHANT TRAY,24,2011-02-12,0.85,12558,USA
580158,23392,SPACEBOY ROCKET LOLLY MAKERS,24,2011-02-12,2.08,12558,USA
580158,84828,JUNGLE POPSICLES ICE LOLLY MOULDS,24,2011-02-12,1.25,12558,USA
580158,23158,SET OF 5 LUCKY CAT MAGNETS ,36,2011-02-12,2.08,12558,USA
580158,21507,ELEPHANT BIRTHDAY CARD ,12,2011-02-12,0.42,12558,USA
580158,21508,VINTAGE KID DOLLY CARD ,12,2011-02-12,0.42,12558,USA
580158,22027,TEA PARTY BIRTHDAY CARD,12,2011-02-12,0.42,12558,USA
580553,21242,RED RETROSPOT PLATE ,16,2011-05-12,1.69,12646,USA
580553,21243,PINK POLKADOT PLATE ,16,2011-05-12,1.69,12646,USA
580553,21245,GREEN POLKADOT PLATE ,16,2011-05-12,1.69,12646,USA
580553,21238,RED RETROSPOT CUP,16,2011-05-12,0.85,12646,USA
580553,21239,PINK  POLKADOT CUP,16,2011-05-12,0.85,12646,USA
580553,84997,CHILDRENS CUTLERY POLKADOT GREEN ,8,2011-05-12,4.15,12646,USA
580553,84997,CHILDRENS CUTLERY POLKADOT BLUE,8,2011-05-12,4.15,12646,USA
580553,84997,CHILDRENS CUTLERY RETROSPOT RED ,8,2011-05-12,4.15,12646,USA
580553,84997,CHILDRENS CUTLERY POLKADOT PINK,8,2011-05-12,4.15,12646,USA
580553,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,24,2011-05-12,3.39,12646,USA
580553,23366,SET 12 COLOURING PENCILS DOILY,72,2011-05-12,0.65,12646,USA
580553,23303,SET 4 PICNIC CUTLERY FONDANT,12,2011-05-12,1.95,12646,USA
580553,23305,SET 4 PICNIC CUTLERY BLUEBERRY,12,2011-05-12,1.95,12646,USA
580553,23304,SET 4 PICNIC CUTLERY CHERRY ,12,2011-05-12,1.95,12646,USA
580553,20677,PINK POLKADOT BOWL,16,2011-05-12,1.25,12646,USA
580553,20674,GREEN POLKADOT BOWL,16,2011-05-12,1.25,12646,USA
580553,20675,BLUE POLKADOT BOWL,16,2011-05-12,1.25,12646,USA
580553,20676,RED RETROSPOT BOWL,16,2011-05-12,1.25,12646,USA
580553,20975,12 PENCILS SMALL TUBE RED RETROSPOT,72,2011-05-12,0.65,12646,USA
580553,22083,PAPER CHAIN KIT RETROSPOT,12,2011-05-12,2.95,12646,USA
580553,21240,BLUE POLKADOT CUP,16,2011-05-12,0.85,12646,USA
581229,85099,JUMBO BAG RED RETROSPOT,10,2011-08-12,2.08,12558,USA
581229,84828,JUNGLE POPSICLES ICE LOLLY MOULDS,24,2011-08-12,1.25,12558,USA
581229,79191,RETRO PLASTIC ELEPHANT TRAY,24,2011-08-12,0.85,12558,USA
581229,23392,SPACEBOY ROCKET LOLLY MAKERS,24,2011-08-12,2.08,12558,USA
581229,23344,JUMBO BAG 50S CHRISTMAS ,10,2011-08-12,2.08,12558,USA
581229,23209,LUNCH BAG VINTAGE DOILY ,20,2011-08-12,1.65,12558,USA
581229,23158,SET OF 5 LUCKY CAT MAGNETS ,36,2011-08-12,2.08,12558,USA
581229,22712,CARD DOLLY GIRL ,12,2011-08-12,0.42,12558,USA
581229,22027,TEA PARTY BIRTHDAY CARD,12,2011-08-12,0.42,12558,USA
581229,21508,VINTAGE KID DOLLY CARD ,12,2011-08-12,0.42,12558,USA
581229,21507,ELEPHANT BIRTHDAY CARD ,12,2011-08-12,0.42,12558,USA
